UruA94113
 1.0000000     0.0000127
 0.9947878     0.0034505
 0.9868898     0.0088530
 0.9788689     0.0141202
 0.9703333     0.0191193
 0.9613615     0.0240157
 0.9524205     0.0285691
 0.9437121     0.0324528
 0.9347133     0.0355856
 0.9247331     0.0387845
 0.9133498     0.0428407
 0.9004810     0.0474924
 0.8866509     0.0522331
 0.8717605     0.0569376
 0.8554576     0.0617205
 0.8376879     0.0666733
 0.8187094     0.0718175
 0.7988824     0.0771147
 0.7787674     0.0824603
 0.7590393     0.0876256
 0.7396771     0.0925139
 0.7203145     0.0971836
 0.7006855     0.1017217
 0.6807946     0.1061686
 0.6607099     0.1105265
 0.6404870     0.1147967
 0.6202345     0.1189616
 0.5999505     0.1230214
 0.5798001     0.1269646
 0.5601542     0.1306767
 0.5408876     0.1341031
 0.5216612     0.1372871
 0.5023067     0.1402851
 0.4829744     0.1431057
 0.4638809     0.1457052
 0.4450961     0.1480445
 0.4265733     0.1501110
 0.4083846     0.1518964
 0.3906398     0.1533622
 0.3733143     0.1544803
 0.3562859     0.1552382
 0.3395076     0.1556433
 0.3230143     0.1556904
 0.3066936     0.1553814
 0.2907006     0.1547721
 0.2754046     0.1538397
 0.2607188     0.1525030
 0.2463900     0.1507028
 0.2321138     0.1484074
 0.2175013     0.1456249
 0.2030602     0.1426157
 0.1895361     0.1393649
 0.1762837     0.1355821
 0.1628038     0.1312697
 0.1494326     0.1266372
 0.1367698     0.1218421
 0.1244765     0.1165699
 0.1120209     0.1107866
 0.0999938     0.1049099
 0.0888535     0.0990824
 0.0785715     0.0932448
 0.0690614     0.0873745
 0.0603245     0.0815540
 0.0524043     0.0758459
 0.0452848     0.0702633
 0.0388905     0.0647861
 0.0331296     0.0594626
 0.0279725     0.0543828
 0.0234055     0.0495858
 0.0194217     0.0450358
 0.0160057     0.0406585
 0.0131097     0.0363640
 0.0105619     0.0321875
 0.0082498     0.0282224
 0.0062010     0.0245031
 0.0045959     0.0209019
 0.0033064     0.0173680
 0.0021572     0.0140003
 0.0012883     0.0107523
 0.0006493     0.0075975
 0.0001924     0.0045665
 0.0000037     0.0016469
 0.0000482    -0.0011587
 0.0003219    -0.0037969
 0.0009040    -0.0062504
 0.0018090    -0.0085477
 0.0031670    -0.0104599
 0.0051306    -0.0117614
 0.0073438    -0.0128170
 0.0096599    -0.0135619
 0.0121817    -0.0138715
 0.0148390    -0.0142233
 0.0176405    -0.0146008
 0.0206632    -0.0148271
 0.0239190    -0.0150136
 0.0274142    -0.0151143
 0.0311990    -0.0150294
 0.0353366    -0.0147613
 0.0399043    -0.0143999
 0.0449852    -0.0140633
 0.0506393    -0.0137599
 0.0569052    -0.0133885
 0.0638711    -0.0127739
 0.0716686    -0.0118782
 0.0803347    -0.0107073
 0.0897455    -0.0093103
 0.0996591    -0.0079492
 0.1098569    -0.0066706
 0.1205196    -0.0049158
 0.1320728    -0.0026100
 0.1439022    -0.0003450
 0.1558506     0.0014721
 0.1686145     0.0034764
 0.1829382     0.0062167
 0.1988587     0.0094133
 0.2154105     0.0125968
 0.2323468     0.0155276
 0.2503505     0.0182575
 0.2698743     0.0210921
 0.2898470     0.0240054
 0.3090742     0.0267029
 0.3282799     0.0290694
 0.3484490     0.0313722
 0.3686926     0.0336239
 0.3884941     0.0356892
 0.4080276     0.0375271
 0.4274753     0.0391169
 0.4472268     0.0404893
 0.4675627     0.0417374
 0.4883189     0.0429495
 0.5089380     0.0441316
 0.5289747     0.0451719
 0.5485070     0.0459686
 0.5680698     0.0465061
 0.5880618     0.0468443
 0.6084399     0.0470589
 0.6288059     0.0471658
 0.6490407     0.0471339
 0.6691617     0.0469553
 0.6890901     0.0466247
 0.7087275     0.0461308
 0.7280163     0.0454523
 0.7469337     0.0445645
 0.7654907     0.0434364
 0.7838373     0.0420267
 0.8022009     0.0403160
 0.8207550     0.0383170
 0.8394953     0.0360806
 0.8580082     0.0336891
 0.8758723     0.0311673
 0.8933682     0.0284767
 0.9096675     0.0258906
 0.9239766     0.0232733
 0.9373500     0.0202252
 0.9505814     0.0167352
 0.9634509     0.0130996
 0.9750251     0.0096592
 0.9851810     0.0062248
 0.9943210     0.0025930
 1.0000000     0.0000127
